Group ID,Dataset,Entity ID,Entity name,address,city,company_owner,country,email,industry_sector,phone,Group size,Name similarity,Relatedness,Explanation
331,D2,1170,Innovative Solutions Ltd,124 Tech Avenue,Innovate City,Alex Lee,Techland,info@innovativesolutions.com,Technology,1234567891,7,0.8129055258467024,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
331,D1,1174,Innovative Solutions Ltd.,1300 Innovation Dr,Tech City,Jordan Developer,Techland,support@innovativesolutions.com,Technology,1901234567,7,0.8129055258467024,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
278,D1,486,Eco Green Solutions,789 Green Lane,Greenville,Carol Green,Utopia,support@ecogreen.com,Environmental,9988776655,4,0.8235294117647058,3,"BuildSmart Co and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
278,D1,950,Green Solutions,25 Solar Drive,Eco City,George Green,Greenland,contact@greensolutions.com,Energy,9876543216,4,0.8235294117647058,3,"BuildSmart Co and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
278,D2,950,Green Solutions,909 Eco Drive,Green City,Grace Green,EcoLand,info@greensolutions.com,Environmental Services,1011121314,4,0.8235294117647058,3,"BuildSmart Co and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
278,D2,951,Green Solutions Inc.,456 Green Road,Eco City,Ella Green,Greenland,solutions@greensolutions.com,Energy,9876543214,4,0.8235294117647058,3,"BuildSmart Co and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
101,D1,317,Care Solutions,456 Health Ave,Health City,Dr. Aid,Careland,info@caresolutions.care,Healthcare,1122334455,4,0.825,4,"The records have similar names and industry sectors, but different addresses, cities, and company owners, suggesting they might be related but are not the same entity."
101,D2,322,Care Solutions,303 Wellness Blvd,Health City,Janet Smith,Careland,contact@caresolutions.care,Healthcare,1987654324,4,0.825,4,"The records have similar names and industry sectors, but different addresses, cities, and company owners, suggesting they might be related but are not the same entity."
101,D2,324,Care Solutions Ltd,319 Wellness Way,Health City,Dr. Peace,Careland,info@caresolutions.com,Healthcare,3344556686,4,0.825,4,"The records have similar names and industry sectors, but different addresses, cities, and company owners, suggesting they might be related but are not the same entity."
101,D2,1243,MedCare Solutions,1010 Health Ave,Health City,Dr. Care,Mediland,support@medcare.med,Healthcare,5500556678,4,0.825,4,"The records have similar names and industry sectors, but different addresses, cities, and company owners, suggesting they might be related but are not the same entity."
326,D1,1118,Healthy Living,654 Wellness Way,Healthville,Taylor Health,Careland,living@healthyliving.com,Healthcare,5566778899,4,0.825,6,"Entities are in the same industry and country, but have different owners and addresses."
326,D2,1108,Healthy Living,300 Wellness Way,Health City,Olivia Green,CareLand,support@healthyliving.com,Healthcare,3456789012,4,0.825,6,"Entities are in the same industry and country, but have different owners and addresses."
326,D2,1110,Healthy Living Co.,301 Wellness Blvd,Health City,Jamie Wellness,Careland,contact@healthyliving.com,Healthcare,1122334456,4,0.825,6,"Entities are in the same industry and country, but have different owners and addresses."
326,D1,1119,Healthy Living Inc.,107 Health St,Wellness City,Dr. Wellness,CareLand,info@healthyliving.inc,Healthcare,5566778899,4,0.825,6,"Entities are in the same industry and country, but have different owners and addresses."
17,D1,43,AgriGrow,852 Farm Rd,Agroville,Farmer Green,Farmland,info@agrigrow.com,Agriculture,2233445566,3,0.8333333333333334,8,"AgriGrowth, AgriGrowth Co, and AgriGrowth Co. have similar names, addresses, and contact information, suggesting they are likely the same entity."
17,D1,45,AgriGrowth,909 Farm Road,AgriCity,Farmer Green,Farmland,info@agrigrowth.com,Agriculture,9900112233,3,0.8333333333333334,8,"AgriGrowth, AgriGrowth Co, and AgriGrowth Co. have similar names, addresses, and contact information, suggesting they are likely the same entity."
17,D2,42,AgriGrowth,500 Farm Road,AgriTown,Farmer Fields,FarmLand,contact@agrigrowth.com,Agriculture,3344556677,3,0.8333333333333334,8,"AgriGrowth, AgriGrowth Co, and AgriGrowth Co. have similar names, addresses, and contact information, suggesting they are likely the same entity."
139,D1,476,Eco Energy Solutions,456 Solar St,Energy City,Leo Power,Powerland,support@ecoenergy.com,Energy,9900112233,3,0.8333333333333334,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
139,D2,489,Eco Energy Solutions,208 Solar St,Eco City,Eco Innovator,Sustainland,solutions@ecoenergy.com,Energy,9876543217,3,0.8333333333333334,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
139,D1,538,EcoEnergy Solutions,303 Solar St,Green City,Casey Eco,Ecoland,info@ecoenergysolutions.com,Energy,1445566778,3,0.8333333333333334,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
238,D1,765,Finance Secure,1111 Money St,Finance City,Karen Banker,Bankland,contact@financesecure.com,Finance,9900112233,3,0.8333333333333334,3,"Build Better and Build Better Homes have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
238,D2,778,Finance Secure,951 Money St,Finance City,Secure Group,Moneyland,contact@financesecure.com,Finance,5566443322,3,0.8333333333333334,3,"Build Better and Build Better Homes have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
238,D2,779,Finance Secure Ltd,77 Money St,Banktown,Mr. Cash,Finland,contact@financesecure.com,Finance,6677889900,3,0.8333333333333334,3,"Build Better and Build Better Homes have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
260,D1,871,Gastronomy Hub,654 Taste Avenue,Culinary City,Chef Spice,Foodland,contact@gastronomyhub.com,Food & Beverage,6677889904,3,0.8333333333333334,3,"BuildLand Innovations and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
260,D2,875,Gastronomy Hub,654 Taste Ave,Culinary City,Chef Spice,Foodland,info@gastronomyhub.com,Food & Beverage,6677889904,3,0.8333333333333334,3,"BuildLand Innovations and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
260,D2,876,Gastronomy Hub Ltd.,62 Gourmet St.,Foodtown,Chef Gourmet,Culinaryland,info@gastronomyhub.com,Food & Beverage,6677889906,3,0.8333333333333334,3,"BuildLand Innovations and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
280,D2,964,GreenConstruct,3000 Green St,EcoCity,Bob Brown,GreenLand,info@greenconstruct.com,Construction,2345678901,3,0.8333333333333334,3,"BuildSmart Construction and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
280,D1,963,GreenConstruct Ltd,1111 Green St,Green City,Jordan Green,Greenland,info@greenconstruct.com,Construction,1112131415,3,0.8333333333333334,3,"BuildSmart Construction and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
280,D2,965,GreenConstruct Ltd.,300 Green Street,EcoCity,Eco Emma,Greenland,contact@greenconstruct.com,Construction,9876543210,3,0.8333333333333334,3,"BuildSmart Construction and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
435,D1,1518,Smart Solutons,4040 Smart Avenue,Tech City,Smart Guru,Techland,contact@smartsolutions.com,Technology,6655667788,3,0.8333333333333334,0,"Digital Dreams and Digital Dreems are unrelated; different names, addresses, owners, and sectors."
435,D2,1517,Smart Solutons,400 Smart Street,Tech City,Jordan Smart,Innovatia,info@smartsolutons.tech,Technology,1101122334,3,0.8333333333333334,0,"Digital Dreams and Digital Dreems are unrelated; different names, addresses, owners, and sectors."
435,D1,1519,Smart Solutons Inc.,4040 Smart Avenue,Tech City,Smart Guru,Techland,info@smartsolutons.com,Technology,6655667788,3,0.8333333333333334,0,"Digital Dreams and Digital Dreems are unrelated; different names, addresses, owners, and sectors."
443,D2,1544,Solar Solutions,13 Solar Rd,Sunnytown,Sunny Solar,EcoLand,info@solarsolutions.eco,Energy,1987654322,3,0.8333333333333334,0,"Digital Media Group and Digital Pioneers are unrelated; different names, addresses, owners, and sectors."
443,D1,1542,Solar Solutions Inc,101 Solar Way,Sunnytown,Eco Warrior,EcoLand,contact@solarsolutions.com,Energy,1234567890,3,0.8333333333333334,0,"Digital Media Group and Digital Pioneers are unrelated; different names, addresses, owners, and sectors."
443,D2,1546,Solar Solutions Inc.,789 Solar Road,Eco Town,Eco Warrior,Sustainia,solutions@solarsolutions.com,Energy,6667778887,3,0.8333333333333334,0,"Digital Media Group and Digital Pioneers are unrelated; different names, addresses, owners, and sectors."
479,D2,1650,Tech Pioneers,1212 Innovation Blvd,Techcity,Innovator Lead,Innovatia,contact@techpioneers.tech,Technology,1555000176,3,0.8333333333333334,0,"Eco Freight Services and Eco Friendly Corp. are unrelated; different names, addresses, owners, and sectors."
479,D1,1672,Tech Pioners,456 Innovation Drive,Techville,Hannah Innovator,Innovatia,info@techpioneers.com,Technology,7788990011,3,0.8333333333333334,0,"Eco Freight Services and Eco Friendly Corp. are unrelated; different names, addresses, owners, and sectors."
479,D2,1653,Tech Pioners,147 Innovation Drive,Techville,Taylor Innovate,Innovatia,info@techpioneers.tech,Technology,1122446688,3,0.8333333333333334,0,"Eco Freight Services and Eco Friendly Corp. are unrelated; different names, addresses, owners, and sectors."
480,D1,1676,Tech Solutions,101 Tech Ave,Innovate City,Tech Guru,Techland,contact@techsolutions.com,Technology,1555666777,3,0.8333333333333334,0,"Eco Friendly Corp. and Eco Friendly Energy are unrelated; different names, addresses, owners, and sectors."
480,D2,1654,Tech Solutions,123 Tech Ave,Techville,Tech Guru,Techland,info@techsolutions.tech,Technology,9123456789,3,0.8333333333333334,0,"Eco Friendly Corp. and Eco Friendly Energy are unrelated; different names, addresses, owners, and sectors."
480,D1,1678,Tech Solutions Inc.,123 Silicon Ave,Techville,Sam Tech,Innovatia,info@techsolutions.com,Technology,1234567890,3,0.8333333333333334,0,"Eco Friendly Corp. and Eco Friendly Energy are unrelated; different names, addresses, owners, and sectors."
118,D1,389,Constructive Solutions,3344 Build Blvd,Construct City,Alex Construct,Buildland,solutions@urbanbuilders.com,Construction,1444000555,5,0.834815734989648,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
118,D2,397,Constructive Solutions,909 Solution Ave,Constructopolis,Jordan Jamie,Buildland,solutions@constructive.com,Construction,5566778897,5,0.834815734989648,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
118,D1,390,Constructive Solutions Group,456 Solution St,Solution City,Solution Sam,Solutionland,contact@constructivesolutionsgroup.com,Construction,6677889900,5,0.834815734989648,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
118,D1,391,Constructive Solutions Inc.,204 Build Lane,Constructopolis,Builder Bob,Buildland,contact@constructivesolutions.com,Construction,6667778890,5,0.834815734989648,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
118,D2,398,Constructive Solutons,327 Builder St.,Constructopolis,Morgan Taylor,Buildland,contact@constructive.solutions,Construction,5566778895,5,0.834815734989648,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
455,D1,1585,Style Innovators,654 Trend Avenue,Fashion City,Liam Taylor,StyleLand,info@styleinnovators.com,Retail,5678901234,4,0.8349206349206348,0,"Drive Innovators and DrivePro Services are unrelated; different names, addresses, owners, and sectors."
455,D2,1580,Style Innovators,16001 Trend Ave,StyleCity,Oscar White,FashionLand,info@styleinnovators.com,Fashion,1415161718,4,0.8349206349206348,0,"Drive Innovators and DrivePro Services are unrelated; different names, addresses, owners, and sectors."
455,D1,1586,Style Innovators Ltd,505 Style Street,Trend City,Creative Trendsetter,Fashionland,info@styleinnovators.com,Fashion,3344556677,4,0.8349206349206348,0,"Drive Innovators and DrivePro Services are unrelated; different names, addresses, owners, and sectors."
455,D1,1587,Style Innovators Ltd.,205 Style St,Trend City,Fashionista Mode,Fashionland,info@styleinnovators.fashion,Fashion,5678905679,4,0.8349206349206348,0,"Drive Innovators and DrivePro Services are unrelated; different names, addresses, owners, and sectors."
0,D1,2,Adventure Gear,1010 Trekking Trl,Adventure City,Morgan Trek,Exploreland,contact@adventuregear.retail,Retail,1555000115,4,0.8375,2,"The entities have similar names and are in the travel industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
0,D2,2,Adventure Gear,963 Adventure Rd,GearCity,Charlotte Black,ExploreLand,info@adventuregear.com,Retail,1415161718,4,0.8375,2,"The entities have similar names and are in the travel industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
0,D1,3,Adventure Gear Co.,555 Adventure St,Outdoor City,Explorer Jane,ExploreLand,info@adventuregear.com,Retail,6655443322,4,0.8375,2,"The entities have similar names and are in the travel industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
0,D1,4,Adventure Gear Company,555 Adventure Street,Outdoor City,Explorer Jane,ExploreLand,contact@adventuregear.com,Retail,6655443322,4,0.8375,2,"The entities have similar names and are in the travel industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
418,D1,1430,Secure Tech Solutions,909 Safe Street,Securetown,Guard Keeper,Protectia,support@securetech.com,Security,1314151617,3,0.8412698412698413,0,"Culinary Crew and Culinary Innovations are unrelated; different names, addresses, owners, and sectors."
418,D1,1440,SecureTech Solutions,333 Safe St,Secure City,Guard Shield,Protegia,info@securetech.com,Security,1555678123,3,0.8412698412698413,0,"Culinary Crew and Culinary Innovations are unrelated; different names, addresses, owners, and sectors."
418,D2,1457,SecureTech Solutions,606 Safe St,Secure City,Mr. Max Secure,Safeland,contact@securetech.com,Security,1122334455,3,0.8412698412698413,0,"Culinary Crew and Culinary Innovations are unrelated; different names, addresses, owners, and sectors."
446,D1,1550,SolarTech Innovations,159 Solar Park,Sun City,Alex Solar,Renewland,contact@solartechinnovations.com,Energy,2233445566,3,0.8412698412698413,0,"Digital Solutions Inc. and Digital Solutions Ltd. are unrelated; different names, addresses, owners, and sectors."
446,D2,1552,SolarTech Innovations,404 Solar Ave.,SunCity,Eco Innovations,EcoLand,contact@solartech.com,Energy,1100778899,3,0.8412698412698413,0,"Digital Solutions Inc. and Digital Solutions Ltd. are unrelated; different names, addresses, owners, and sectors."
446,D1,1551,SolarTech Innovatons,404 Solar Avenue,SunCity,Eco Innovations,EcoLand,info@solartech.com,Energy,1100778899,3,0.8412698412698413,0,"Digital Solutions Inc. and Digital Solutions Ltd. are unrelated; different names, addresses, owners, and sectors."
469,D1,1655,Tech Innovations,951 Tech Park,Innovation City,Jordan Digital,Techland,support@techinnovations.com,Technology,1122446688,5,0.8416518122400475,0,"Eco Buildrs and Eco City Transport are unrelated; different names, addresses, owners, and sectors."
469,D2,1636,Tech Innovations,951 Tech Park,Innovation City,Jordan Digital,Techland,support@techinnovations.com,Technology,1122446688,5,0.8416518122400475,0,"Eco Buildrs and Eco City Transport are unrelated; different names, addresses, owners, and sectors."
469,D2,1638,Tech Innovations Inc,101 Tech Park,Innovate City,Jordan Smith,TechLand,info@techinnovations.com,Technology,9876543210,5,0.8416518122400475,0,"Eco Buildrs and Eco City Transport are unrelated; different names, addresses, owners, and sectors."
469,D1,1656,Tech Innovations Ltd,101 Tech Park,Innovate City,Alex Tech,Techland,info@techinnovations.com,Technology,9876543210,5,0.8416518122400475,0,"Eco Buildrs and Eco City Transport are unrelated; different names, addresses, owners, and sectors."
469,D2,1639,Tech Innovations Ltd.,1100 Tech Avenue,Digital City,Evan Tech,TechLand,info@techinnovations.com,Technology,1123456789,5,0.8416518122400475,0,"Eco Buildrs and Eco City Transport are unrelated; different names, addresses, owners, and sectors."
157,D1,534,EcoDrive Motors,1500 Motorway,Autotown,Drive Eco,Carland,contact@ecodrive.motors,Automotive,9988776690,3,0.8431372549019608,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
157,D2,535,EcoDrive Motors,333 Drive St,AutoCity,Driver Green,CarLand,contact@ecodrive.com,Automotive,9900990099,3,0.8431372549019608,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
157,D2,536,EcoDrive Motors Ltd,505 Drive Blvd,Motor City,Noah Drive,Autoland,contact@ecodrive.com,Automotive,4400667789,3,0.8431372549019608,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
169,D1,573,EcoLiving Homes,808 Greenway,Eco City,Ella Eco,Sustainland,sales@ecolivinghomes.com,Real Estate,9900112233,3,0.8431372549019608,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
169,D2,589,EcoLiving Homes,1400 Green St,EcoCity,Eco Builder,Greenland,info@ecolivinghomes.com,Real Estate,9900112233,3,0.8431372549019608,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
169,D1,574,EcoLiving Homes Inc.,369 Eco St.,Green City,Eco Builder,EcoLand,contact@ecoliving.homes,Real Estate,2223344556,3,0.8431372549019608,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
361,D1,1251,MediCare Health,90 Wellness Way,Health City,Carey Med,Careland,contact@medicare.health,Healthcare,4455667788,3,0.8431372549019608,8,"Entities share the same industry and country, suggesting a strong connection."
361,D2,1246,MediCare Health,134 Health Rd,MedCity,Pat Care,HealthLand,contact@medicarehealth.com,Healthcare,2233445567,3,0.8431372549019608,8,"Entities share the same industry and country, suggesting a strong connection."
361,D2,1247,MediCare Health Inc.,808 Health Blvd,Health City,Care Healer,Healthland,info@medicare.health,Healthcare,9988776655,3,0.8431372549019608,8,"Entities share the same industry and country, suggesting a strong connection."
6,D1,10,Adventure Travel Co.,1818 Adventure Blvd,Travel City,Leo Adventure,ExploreLand,info@adventuretravelco.com,Travel,3456789013,7,0.8460648148148148,2,"Adventure Travel Co., Adventure Travels, and Adventure Travelz have similar names and are in the travel industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
6,D2,11,Adventure Travel Co.,1300 Adventure Road,Travel City,Karen Explorer,ExploreLand,contact@adventuretravel.com,Travel,3345678901,7,0.8460648148148148,2,"Adventure Travel Co., Adventure Travels, and Adventure Travelz have similar names and are in the travel industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
6,D1,11,Adventure Travels,159 Adventure Ave,Explore Town,Morgan Explore,Wanderlust,contact@adventuretravels.com,Travel & Leisure,4455667788,7,0.8460648148148148,2,"Adventure Travel Co., Adventure Travels, and Adventure Travelz have similar names and are in the travel industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
6,D2,12,Adventure Travels,753 Explorer St,Travel City,Jordan Explorer,Wanderland,contact@adventuretravels.com,Tourism,3344556677,7,0.8460648148148148,2,"Adventure Travel Co., Adventure Travels, and Adventure Travelz have similar names and are in the travel industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
6,D2,13,Adventure Travels Co.,1111 Journey Rd,Travel Town,Wander Lust,Exploreland,contact@adventuretravel.com,Travel,1516171819,7,0.8460648148148148,2,"Adventure Travel Co., Adventure Travels, and Adventure Travelz have similar names and are in the travel industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
6,D1,12,Adventure Travelz,707 Explore Rd,Wanderlust,Riley Explore,Travelia,info@adventuretravelz.com,Travel & Leisure,1556677889,7,0.8460648148148148,2,"Adventure Travel Co., Adventure Travels, and Adventure Travelz have similar names and are in the travel industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
6,D2,14,Adventure Travelz,10000 Explore Road,Adventure City,Explore Holdings,Traveland,contact@adventuretravelz.com,Travel,9900111123,7,0.8460648148148148,2,"Adventure Travel Co., Adventure Travels, and Adventure Travelz have similar names and are in the travel industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
219,D1,728,FashionPioneers,8002 Style Ave,Fashion City,Alexis Mode,Trendland,contact@fashionpioneers.com,Retail,9988776579,3,0.8461538461538461,2,"BrightFutre Energy and Bright Future have similar names but differ in address, company owner, country, email, and industry sector, indicating they are likely unrelated."
219,D2,745,FashionPioneers,422 Trend Blvd,Fashion City,Jordan Trend,Trendland,support@fashionpioneers.retail,Retail,5566778802,3,0.8461538461538461,2,"BrightFutre Energy and Bright Future have similar names but differ in address, company owner, country, email, and industry sector, indicating they are likely unrelated."
219,D1,729,FashionPioners,422 Trend Blvd,Fashion City,Jordan Trend,Trendland,support@fashionpioners.retail,Retail,5566778802,3,0.8461538461538461,2,"BrightFutre Energy and Bright Future have similar names but differ in address, company owner, country, email, and industry sector, indicating they are likely unrelated."
398,D1,1359,Quantum Tech,654 Quantum Rd,TechVille,Alex Quantum,InnovateLand,info@quantumtech.com,Technology,1234567890,3,0.8461538461538461,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
398,D2,1369,Quantum Tech,135 Innovation Drive,Techville,Riley Quantum,Futuristan,support@quantum.tech,Information Technology,1234567898,3,0.8461538461538461,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
398,D1,1360,Quantum Techies,123 Quantum Lane,Techville,Alexis Quantum,Futuristan,support@quantumtechies.com,Information Technology,1234567895,3,0.8461538461538461,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
256,D1,843,Future Tech,500 Future Blvd,Innovation City,Alex Future,Innovatia,info@futuretech.tech,Technology,1212233445,5,0.85,3,"BuildIt Partners and BuildIt have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
256,D2,854,Future Tech,3030 Innovate Blvd,Tech City,Morgan Smith,Innovatia,hello@futuretech.com,Technology,2111222333,5,0.85,3,"BuildIt Partners and BuildIt have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
256,D1,847,Future Techies,609 Tech Park,InnovateCity,Dana Digital,Techland,hello@futuretechies.com,Technology,9638527414,5,0.85,3,"BuildIt Partners and BuildIt have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
256,D2,856,Future Techies,321 Future St,Innovate City,Morgan Tech,Techland,hello@futuretechies.com,Technology,1234567893,5,0.85,3,"BuildIt Partners and BuildIt have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
256,D1,848,Future Techies Inc.,1100 Future Blvd,TechVille,Karen Gold,TechLand,contact@futuretechies.com,Technology,1234567891,5,0.85,3,"BuildIt Partners and BuildIt have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
394,D1,1352,Quantum Innovations,456 Future Lane,Techville,Alexis Quantum,Futuristan,info@quantuminnovations.com,Information Technology,1234567891,4,0.8502760524499654,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
394,D2,1362,Quantum Innovations,130 Innovation Drive,Techville,Jordan Quantum,Futuristan,contact@quantuminnovations.com,Information Technology,1234567897,4,0.8502760524499654,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
394,D1,1353,Quantum Innovations Inc.,138 Innovation Drive,Techville,Alexis Quantum,Futuristan,inc@quantum.innovations,Information Technology,1234567805,4,0.8502760524499654,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
394,D2,1363,Quantum Innovations Ltd.,147 Innovation Drive,Techville,Alexis Quantum,Futuristan,info@quantum.innovations,Information Technology,1234567804,4,0.8502760524499654,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
208,D2,709,Explore More Travels,1111 Journey Road,Travel Town,Wander Luster,Exploreland,hello@exploremoretravels.com,Travel,1516171819,3,0.8518518518518517,3,"Bright Future Academy and Bright Future Education have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
208,D1,691,ExploreMore Travels,709 Journey St,Explore City,Wanderer Lust,Travelia,contact@exploremore.com,Travel,1555666778,3,0.8518518518518517,3,"Bright Future Academy and Bright Future Education have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
208,D2,711,ExploreMore Travels,755 Adventure St,TravelCity,Jordan Discover,ExploreLand,hello@exploremore.com,Travel,3344556679,3,0.8518518518518517,3,"Bright Future Academy and Bright Future Education have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
263,D1,892,Gourmet Delights,15 Flavor St,Foodtown,Chef Baker,Culinaryland,contact@gourmetdelights.food,Food & Beverage,9988777789,4,0.8518518518518517,3,"BuildMaster Corp and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
263,D2,893,Gourmet Delights,304 Gourmet Rd,Foodville,Chef Clara,Tasteland,hello@gourmetdelights.com,Food & Beverage,4455667789,4,0.8518518518518517,3,"BuildMaster Corp and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
263,D1,893,Gourmet Delights Inc.,204 Market Street,Foodville,Alex Fresh,Gourmetia,contact@gourmetdelights.com,Food & Beverage,5566443323,4,0.8518518518518517,3,"BuildMaster Corp and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
263,D1,894,Gourmet Delights Ltd,707 Market St,Foodville,Jordan Fresh,GastroLand,info@gourmetdelights.com,Food & Beverage,1901987654,4,0.8518518518518517,3,"BuildMaster Corp and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
332,D1,1146,Innovate Systems,201 Tech Park,Innovate City,Alex Innovate,Techland,info@innovatesystems.com,Technology,1234567891,3,0.8518518518518517,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
