employer_id,employer_name,sector,address,city,country,email,phone,owner
21,GourmetDelight,Food & Beverage,56 Culinary St,Gourmet City,Foodland,contact@gourmetdelight.com,3344556678,Chef Pierre
22,SafeGuard,Security,1010 Secure Ave,Safe City,Protectland,contact@safeguard.com,2112233445,Alex Protector
23,BuildIt Construction,Construction,456 Build Ave,Construct City,Buildland,contact@builditconstruction.com,2233445566,Jordan Build
24,SmartTech Innovations,Technology,789 Tech Blvd,Tech City,Techland,info@smarttech.com,1122334455,Morgan Tech
25,TechLand Enterprises,Technology,206 Tech Park,Innovate City,Techland,support@techlandenterprises.com,1234567896,Jamie Innovate
26,EcoFinance Group,Finance,800 Finance Ave.,FinanceCity,FinanceLand,support@ecofinancegroup.com,9900889900,Sam Money
27,Skyline Investments,Finance,412 Build St,Construct City,BuildLand,invest@skyline.com,2233445577,Jordan Erect
28,Health First,Healthcare,303 Health St,Wellness City,Healthland,support@healthfirst.com,1777888999,Health Expert
29,Digital Dreams,Technology,1400 Cyber St,Tech City,Digitalia,info@digitaldreams.com,1012345678,Taylor Digital
30,Auto Innovators Group,Automotive,671 Drive St,Auto City,Carland,group@autoinnovators.auto,9134567895,Car Leader
31,Tech Innovators,Technology,123 Future St,Innovation City,Techland,info@techinnovators.com,2333444555,Ms. Future Thinker
32,UrbanEats Catering,Food Services,700 Gourmet Rd,Foodville,Culinary,info@urbaneats.catering,9988776699,Chef Urban
33,Gourmet Haven,Food & Beverage,140 Gourmet St,Foodville,Cuisineland,info@gourmethaven.com,8899001122,Chef Delight Jr.
34,AutoDrive Corp.,Automotive,707 Drive Blvd,Motor City,Autoland,support@autodrive.com,1889900112,Alex Motor
35,Travel Adventures,Travel & Tourism,505 Journey Rd,Explore City,Wanderland,info@traveladventures.com,6677889900,Tom Traveler
36,DriveTech Solutions,Automotive,516 Driveway,Autoville,Carland,support@drivetech.auto,9900112279,Driver Fast
37,Tech Solutions,Technology,101 Tech Ave,Innovate City,Techland,contact@techsolutions.com,1555666777,Tech Guru
38,Artisan Bites,Food & Beverage,909 Chef Ln,Cuisine City,Flavorland,contact@artisanbites.com,2222333444,Jordan Baker
39,Health First,Healthcare,202 Wellness Blvd,Health City,Careland,contact@healthfirst.com,1555666777,Pat Care
40,Media Masters,Media,444 Broadcast Blvd,Mediaville,Newscountry,contact@mediamasters.com,1122446688,News Anchor
41,Oceanic Ventures,Marine,789 Ocean Blvd,Seaside,WaterWorld,contact@oceanicventures.com,1098765432,Marina Wave
42,EcoLiving,Sustainability,456 Greenway,Eco City,GreenLand,contact@ecoliving.com,4567890124,Liam Green
43,EduSmart Learning,Education,456 Knowledge Ave,LearnCity,EduNation,support@edusmart.com,3456789012,Chris Teach
44,Tech Innovators Inc,Technology,123 Silicon Blvd,Techville,Innovatia,info@techinnovators.com,1234567890,Sam Tech
45,AgriGrowth,Agriculture,909 Farm Road,AgriCity,Farmland,info@agrigrowth.com,9900112233,Farmer Green
46,LogiTrans,Logistics,12004 Transport Ln,Logistic City,Moveland,info@logitrans.com,2123456789,Mr. Freight
47,Sky High Airlines,Aviation,202 Flight Way,Air City,Flyland,info@skyhighairlines.com,1444555666,Avery Pilot
48,Motorville Auto Parts,Automotive,507 Drive Avenue,Motorville,Autoland,info@motorvilleautoparts.com,6677889902,Jordan Speed
49,Real Estate Pros,Real Estate,753 Property Blvd,Estate City,Landland,info@realestatepros.com,1123581321,Estate Agent
50,Tech Pioneers Ltd.,Technology,900 Future Lane,Innovation City,TechLand,contact@techpioneers.com,9012345678,Grace Innovator
51,EduFuture,Education,654 Learning Ln,Knowledgeton,Learnland,info@edufuture.com,1223344556,Casey Crimson
52,SmartBuild Enterprises,Construction,206 Build Lane,Constructopolis,Buildland,support@smartbuild.com,6667778892,Builder Dave
53,Seaside Enterprises,Marine,2324 Surf St,Wave City,Marineland,info@seasideenterprises.com,1765432123,Morgan Bay
54,GreenLeaf Ventures,Agriculture,460 Farm Lane,Greenville,EcoLand,contact@greenleafventures.org,9876543214,Jordan Fields
55,Tech Innovators Inc.,Technology,123 Silicon Ave,Techville,InnovateLand,info@techinnovators.com,1122334455,Alex Code
56,Adventure Gear Co.,Retail,555 Adventure St,Outdoor City,ExploreLand,info@adventuregear.com,6655443322,Explorer Jane
57,HealthPlus Services,Healthcare,307 Wellness Way,Healthville,Mediland,contact@healthplusservices.com,4455667788,Jordan Wellness
58,Build It Right,Construction,753 Builder Blvd,Construct City,Buildland,info@builditright.construct,6677889900,Bob Builder
59,BuildIt Supplies,Manufacturing,808 Factory Rd,IndustryTown,ManufactureLand,info@buildit.com,1230984567,Amelia Maker
60,Foodies Delight,Food & Beverage,789 Gourmet Ave,Flavor Town,Culinary,hello@foodiesdelight.com,7700112233,Sophia Cook
61,Media Magic,Media,1000 Broadcast Blvd,Media City,Mediatopia,info@mediamagic.com,8899001122,Media Star
62,SkyHigh Aviation,Transportation,114 Flight Path,Sky City,Airland,info@skyhigh.aviation,4455667807,Sky Pilot
63,TravelWonders Agency,Travel,1000 Journey Ln,TravelTown,Wanderland,info@travelwonders.com,9900334469,Wander Lust
64,Green Energy Solutions,Energy,456 Green St.,Eco City,Greenland,info@greenenergy.com,9876543210,Ella Green
65,Tech Titans,Technology,1103 Future Blvd,TechVille,TechLand,support@techtitans.com,1234567894,Kara Silver
66,TravelQuest,Travel,1100 Journey Rd,Travel City,Wanderland,contact@travelquest.wander,9900112233,Wander Group
67,Media Magik,Media,1000 Broadcast Blvd,Media City,Mediatopia,contact@mediamagik.com,8899001122,Media Star
68,Fashion Forward,Fashion,202 Style St,FashionVille,StyleLand,contact@fashionforward.com,5566778899,Taylor Style
69,HomeTech,Real Estate,61 Living St,HomeCity,Houseland,info@hometech.com,1213141522,Tech Builder
70,UrbanEats Diner,Food & Beverage,2324 Flavor St,Flavor City,Gourmetland,hello@urbaneats.diner,1999000333,Casey Spice
71,Speedy Wheels,Automotive,505 Drive Avenue,Motorville,Autoland,support@speedywheels.com,6677889901,Jamie Speed
72,GreenFuture Energy,Energy,456 Solar Street,EcoCity,GreenLand,contact@greenfuture.com,9876543210,Jordan Eco
73,Quantum Dynamics,Information Technology,134 Innovation Drive,Techville,Futuristan,info@quantumdynamics.com,1234567801,Riley Quantum
74,AgriInnovate LLC,Agriculture,408 Farm Lane,Greenville,Agroland,hello@agriinnovate.ag,1122334470,Innovator Fields
75,HealthFirst Medical,Healthcare,789 Wellness Blvd,Health City,Medica,contact@healthfirst.com,1555765432,Dr. Heal Good
76,Tech Titans,Technology,456 Innovation Ave,Tech Town,Futuristan,info@techtitans.com,1234567890,Mr. Tech Savvy
77,FinSecure Banking,Finance,987 Money Lane,FinanceCity,BankLand,support@finsecure.com,6677889900,Jamie Finance
78,Fashion Forward,Fashion,111 Style Street,Fashion City,Trendland,info@fashionforward.com,6677889900,Chic Trend
79,Tech Innovators Inc.,Technology,456 Silicon Blvd,Tech Town,USA,contact@techinnovators.com,1234567890,John Doe
80,MediCare Plus,Healthcare,1100 Health St,Medicity,Careland,info@medicareplus.com,1789012345,Dr. Heal
81,Urban Builders,Construction,789 Build St,Constructopia,BuildNation,info@urbanbuilders.com,3456789012,Chris Construct
82,Foodies Delight,Food & Beverage,808 Gourmet Rd,Taste Town,FoodLand,contact@foodiesdelight.com,7788990011,Morgan Lee
83,Urban Architects,Construction,321 Build Blvd,Construct City,Buildland,contact@urbanarchitects.com,9988776655,Bob Builder
84,Urban Eats,Hospitality,101 City Center,Metropolis,Urbania,info@urbaneats.com,5566778899,Eve Urban
85,Digital Creators,Technology,456 Creator St,Creative City,Techland,info@digitalcreators.com,1122334455,Jamie Creator
86,Urban Builders,Construction,78 Build St,Construct City,Canada,contact@urbanbuilders.ca,14161234567,Bob Builder
87,TechnoGears,Technology,1234 Silicon Valley,Tech City,Innovatia,contact@technogears.com,1234567890,Alex Tech
88,Sea Green Manufacturing,Manufacturing,789 Ocean Drive,Seaside,Atlantis,support@seagreen.com,1234567890,Jill Blue
89,MediCare Services,Healthcare,101 Health Blvd,WellnessVille,Healthia,contact@medicare.com,4567890123,Ava Health
90,EduTech Pioneers,Education,505 Knowledge Rd,Learn City,Educatia,contact@edutechpioneers.com,1555700456,Jamie Learn
91,MediaBuzz,Media,808 Broadcast Lane,Mediaville,Newsland,support@mediabuzz.media,9900112233,Reporter News
92,Culinary Masters,Food & Beverage,123 Gourmet Street,Culinary City,Foodland,info@culinarymasters.com,6677889902,Chef Aroma
93,Green Energy Solutions,Energy,456 Solar Street,Eco City,Sustainia,info@greenenergysolutions.com,9876543210,Eve Green
94,Skyland Cargo,Aviation,1012 Skyway Blvd,AirCity,Skyland,cargo@skylandjets.com,1122334462,Morgan Flight
95,TechSavvy,Technology,555 Innovation Dr,Tech City,Innovatia,hello@techsavvy.tech,1234567891,Dr. Gadget
96,Fashion Forward,Fashion,444 Style Blvd,Fashion City,Stylishland,contact@fashionforward.style,9112345678,Style Icon
97,Foodies Delight,Food & Beverage,600 Taste Ave,Flavor Town,FoodLand,contact@foodiesdelight.com,4455667788,Chef Tasty
98,TechnoFarm,Technology,101 Silicon Blvd,Tech City,USA,contact@technofarm.com,1234567890,Techie Smith
99,Fashion Forward,Retail,123 Style Ave,Fashion City,Trendland,contact@fashionforward.com,1905566778,Alex Designer
100,Urban Builders,Construction,202 Build Blvd,Construct City,Buildland,contact@urbanbuilders.com,3344556677,Taylor Construct
101,Windy Heights Limited,Renewable Energy,202 Windy Way,BreezyTown,Windland,info@windyheights.com,2345678901,Breeze Holdings
102,FarmFresh Produce,Agriculture,322 Farm Ln,Agro City,Farmville,support@farmfresh.com,1223344557,Chris Agro
103,Retail Giants,Retail,1400 Shop Ave,Retail City,Shopland,support@retailgiants.com,6677885544,Liam Yellow
104,Sustainable Styles,Fashion,1600 Fashion Ave.,FashionVille,FashionLand,hello@sustainablestyles.com,9900777788,Taylor Mode
105,EduFuture Academy,Education,404 Knowledge Lane,LearnCity,EduLand,hello@edufuture.com,2233445566,David Learn
106,EcoTech Innovations,Technology,132 Innovation Drive,Techville,Innovatia,contact@ecotech.com,1234567899,Taylor Eco
107,TechSavvy Innovations,Technology,456 Innovation Dr,Tech City,USA,info@techsavvy.com,1234567891,Innovator Tech
108,TravelWorld,Travel,303 Adventure Rd,TravelTown,ExploreLand,info@travelworld.com,8899001122,Wander Lust
109,Innovate Tech,Technology,123 Tech Avenue,Innovate City,Techland,innovate@techinnovators.com,1234567890,Jamie Lee
110,Culinary Delights,Food & Beverage,1212 Taste Ave,Flavor Town,Gastronomia,info@culinarydelights.com,2444555666,Chef Delight
111,HealthFirst,Healthcare,200 Wellness St,Healthtown,Careland,contact@healthfirst.care,1987654321,Dr. Care
112,EcoTech Enterprises,Energy,127 Green Rd,EcoCity,Sustainland,contact@ecotechenterprises.com,9876543214,Ava Green
113,Oceanic Ventures,Marine,707 Ocean Ave,Seaside,Marina,contact@oceanic.ventures,1234567890,Marina Sailor
114,MediaMinds,Media,852 Broadcast Blvd,Media City,Mediaville,support@mediaminds.media,7788990011,Casey Media
115,HealthPlus Group,Healthcare,1212 Health St,Health City,Careland,info@healthplusgroup.com,5566778890,Alex Care
116,AgriGrowth Farms,Agriculture,300 Harvest Rd,Farmville,Agroland,support@agrigrowth.farm,1990045678,Farmer Fields
117,GreenEnergy Solutions,Energy,202 Solar St,EcoVille,Greenland,contact@greenenergy.com,9876543210,Ella Green
118,Fashion Forward,Retail,606 Style Ave,Fashion City,Trendland,support@fashionforward.com,1778899001,Mia Style
119,Urban Builders,Construction,789 Build Blvd,Construct City,Buildland,info@urbanbuilders.com,1122334455,Pat Builder
120,Oceanic Ventures,Manufacturing,789 Ocean Drive,Seaside,Atlantis,hello@oceanicventures.com,1234567890,Jake Blue
121,DigitalWave,Technology,789 Cyber Ave,Techville,Innovatia,support@digitalwave.inn,9876543212,Cyber Smith
122,AutoDrive Inc,Automotive,500 Motorway,Drive City,AutoLand,support@autodrive.com,9988776655,Pat Driver
123,Urban Green,Urban Development,200 City Road,Metropolis,Urbia,contact@urbangreen.com,3344556677,Chris Builder
124,Auto Dynamics,Automotive,202 Drive Blvd,Motor City,AutoLand,contact@autodynamics.com,5678901234,Henry Fordson
125,EduLeaders Institute,Education,1500 Learning Lane,Learn City,EduLand,info@eduleaders.com,9988776655,Alex Scholar
126,Tech Titans,Technology,1010 Innovation Drive,Tech City,Innovatia,contact@techtitans.com,1212233445,Innovate Corp
127,HydroFlow Systems,Utilities,102 Waterway Blvd,Hydro City,Aquatica,support@hydroflow.com,1122334456,Jordan Rivers
128,Build It Right,Construction,404 Build Blvd,ConstructCity,BuildLand,info@builditright.com,9089012345,Construct Master
129,BioLife Sci,Biotechnology,1414 Bio St.,Biotown,Bioland,info@biolife.sci,9988776655,Life Gene
130,Agri Advance,Agriculture,1111 Farm Lane,Agri City,Farmville,contact@agriadvance.com,6621223344,Farmer Field
131,EcoHome Builders,Construction,1200 Build Street,Construct City,Buildland,support@ecohomebuilders.com,2111222333,Builder Green
132,GreenTech Innovations,Technology,123 Innovation Drive,Techville,Innovatia,contact@greentech.com,1122334455,Jamie Green
133,Tech Innovators,Technology,5050 Innovation Way,Tech City,Techland,info@techinnovators.com,6655667788,Innovator Prime
134,Travel Explore,Travel,456 Adventure Ave,Explore City,Wanderlust,contact@travelexplore.travel,9876543210,Ms. Journey
135,Tech Innovators,Technology,456 Silicon Blvd,Tech Town,USA,info@techinnovators.com,1234567890,John Doe
136,HomeComfort,Real Estate,1500 Comfort Ln.,HomeCity,Houseland,contact@homecomfort.com,9900889900,Realtor Ray
137,BuildIt Construction,Construction,303 Builder St,Construct City,Buildland,info@buildit.com,4455667788,Bob Builder
138,MediCare Solutions,Healthcare,1010 Health St,Care City,Healthland,contact@medicaresolutions.com,12111222333,Alex Health
139,FinSecure Bank,Finance,505 Money Ave,Banktown,Finland,contact@finsecure.fin,1334455667,Banker Rich
140,Finance Gurus,Finance,951 Money Street,Finance City,Wealthland,support@financegurus.finance,8899001122,Rich Banker
141,TechWave Solutions,Technology,56 Tech Park,Innovate City,Techland,support@techwave.tech,2233445566,Wave Rider
142,Eco Builders,Construction,987 Green St,Greenville,Greenland,contact@ecobuilders.build,9045678901,Builder Eco
143,SkyHigh Aviation,Aerospace,400 Flight Ave,Aero City,Skyland,contact@skyhigh.com,1098765432,Pat Sky
144,Mediland Health Group,Healthcare,123 Care Street,Healthtown,Mediland,contact@medilandhealth.com,3334445557,Dr. Heal
145,AutoDrive,Automotive,987 Motorway,Car City,Autoland,info@autodrive.com,7077788899,Drive Corp
146,Sunshine Farms,Agriculture,1000 Farm Road,Sunnyville,Agroland,contact@sunshinefarms.com,9900112233,Farm Group
147,Bright Future Schools,Education,909 Learning Blvd,Learnville,EduLand,info@brightfutureschools.com,4455667788,Jordan Bright
148,GreenEnergy,Energy,789 Solar St,Eco Town,Greenland,support@greenenergy.com,1122446688,Casey Green
149,FinTech Solutions,Finance,951 Money Street,Finance City,Finland,contact@fintechsolutions.com,8899001122,Finance Wizard
150,Build It,Construction,600 Build Rd,Construct City,Buildland,contact@buildit.com,6789012345,Frank Builder
151,TravelWorld Agncy,Travel,222 Adventure Avenue,TravelTown,WanderLand,info@travelworld.com,3344556677,Hank Travel
152,Tech Solutions Corp,Technology,101 Tech Ave,Innovate City,Techland,info@techsolutions.com,1234567890,Tech Guru
153,Sportify,Sports,741 Arena Rd,Sport City,AthleteLand,contact@sportify.com,5566889900,Jamie Sport
154,Tech Ventures,Technology,753 Tech Park,Digital City,Innovatia,support@techventures.com,3344556677,Morgan Venture
155,Finance Guruz,Finance,456 Money Street,Finance City,Wealthland,contact@financegurus.fin,123456789,Rich Cash
156,Tech Solutions,Technology,123 Tech Ave,Innovate City,TechLand,info@techsolutions.com,1122334455,Jamie Tech
157,Travel Ventures,Travel,800 Explore Blvd,Adventure City,Traveland,contact@travelventures.com,1333444555,Wander Lust
158,Careland Medical Group,Healthcare,129 Care St,Health City,Careland,support@carelandmed.med,3334445560,Dr. Best
159,HealthFirst,Healthcare,6000 Wellness Blvd,Healthtown,Medica,contact@healthfirst.com,9988776599,Taylor H. Care
160,AgriGrow Farms,Agriculture,12 Harvest Rd.,FarmVille,AgriLand,support@agrigrowfarms.com,9900556677,Casey Brown
161,FinSecure,Finance,404 Money Ave,FinanceCity,WealthLand,support@finsecure.com,5566778899,Richie Rich
162,Fashion Forward,Fashion,987 Style Ave,Fashion City,Stylia,contact@fashionforward.com,6677889900,Diana Style
163,Build It Green,Construction,758 Build Blvd,Construct City,Buildland,green@builditgreen.com,1667788995,Casey Builder
164,Sky High Airlines,Aviation,404 Flight Path,Air City,Flyland,support@skyhigh.com,7788990011,Avery Sky
165,Quantum Networks,Information Technology,137 Innovation Drive,Techville,Futuristan,networks@quantum.com,1234567899,Jordan Quantum
166,MediaHub,Media,606 Broadcast Blvd,MediaCity,BroadcastLand,contact@mediahub.com,1112233445,News Anchor
167,AquaFl0w Systems,Utilities,789 Water Way,Aquaville,Hydroland,support@aquaflow.com,2233445566,Sophia Waters
168,JourneyJoy,Travel,1200 Adventure Rd,Travel City,Wanderland,support@journeyjoy.com,1011121315,Alex Wander
169,AgriGrowth Ltd,Agriculture,808 Farm Road,Agri City,AgriLand,info@agrigrowth.com,1234567891,Farmer Joe
170,GreenFarms,Agriculture,200 Greenway Rd,Farmville,AgriLand,info@greenfarms.com,1234567890,Sam Farmer
171,DwellingDesigns,Real Estate,65 Living St,HomeCity,Houseland,info@dwellingdesigns.com,1213141526,Space Innovator
172,TechFarmers,Technology,987 Tech Lane,Tech Town,USA,info@techfarmers.com,4455667788,Farmer Fields Jr.
173,AgriGrowth Farms,Agriculture,321 Harvest Rd,Farmville,Agroland,contact@agrigrowth.com,1122446688,Morgan Lee
174,FinSecure Bank,Finance,606 Money St.,Finance City,FinanceLand,contact@finsecure.com,6789012345,Finance Holdings
175,LifeCare Assoc.,Healthcare,313 Wellness Way,Healthville,Mediland,contact@lifecareassociates.com,4455667793,Morgan Wellness
176,Quantum Systems,Information Technology,132 Innovation Drive,Techville,Futuristan,support@quantumsystems.com,1234567899,Alexis Quantum
177,BrightFuture Education,Education,1111 Knowledge Ave,LearnCity,EduLand,contact@brightfutureeducation.com,4123456789,Taylor Teach
178,TechWave Ventures,Technology,622 Silicon St,Tech City,Innovatia,ventures@techwave.tech,1990011232,Gadget Guru
179,Tech Innovators,Technology,222 Tech Park,Innovate City,Techland,hello@techinnovators.com,2233445566,Jamie Green
180,Adventure Travels,Travel & Leisure,707 Explore Avenue,Adventure City,Traveland,info@adventuretravels.com,7788990011,Globe Trotter
181,Jetstream Solutions,Aviation,4450 Jetstream Rd,Aero City,Flyland,contact@jetstreamsolutions.com,1122334456,Taylor Gale
182,AgriFuture Ltd.,Agriculture,700 Harvest Rd,Farmville,Agroland,info@agrifuture.ag,3344556677,Farmer Growth
183,Fashion Forward,Fashion,1010 Style St,Fashion City,Trendland,contact@fashionforward.com,7788990011,Felicity Fashion
184,HealthFirst Clinics,Healthcare,789 Wellness Blvd,Health City,Careland,support@healthfirst.clinic,1122334455,Dr. Care
185,AgriGrowth,Agriculture,500 Farm Rd,Agrotown,Farmville,contact@agrigrowth.com,3344556677,Farmer Joe
186,Green Energy Solutions,Energy,200 Solar St,Eco City,Greenland,info@greenenergy.com,1987654321,Taylor Green
187,StyleHub Fashion,Fashion,444 Trendy Blvd,FashionVille,StyleLand,support@stylehub.com,1122446688,Jack Style
188,Sports Champions,Sports,15000 Victory Blvd,SportCity,AthleteLand,info@sportschampions.com,3456789012,Nina Red
189,EcoWave Energy,Energy,800 Wave Street,Eco City,Ecotopia,info@ecowave.com,1333222001,Wavey Eco
190,Fashion Forward,Retail,987 Style St,Fashion City,Trendland,support@fashionforward.com,4433221100,Style Icon
191,Jordan Construction,Construction,333 Builder Street,Constructopolis,Buildland,jordan@constructo.con,5566778895,Alex Jordan
192,SoundWave Music,Entertainment,1111 Melody Ln,Music City,Soundland,contact@soundwave.com,1112131415,Melody Maker
193,Constructo Builders,Construction,329 Builder Street,Constructopolis,Buildland,builders@constructo.con,5566778891,Alex Jordan
194,Fashion Forward,Fashion,303 Style St,Trend City,Fashionland,info@fashionforward.fashion,6789012345,Style Icon
195,Health First,Healthcare,987 Wellness Blvd,Health City,Careland,info@healthfirst.com,6677889900,Dr. Care
196,HealthPlus Pharma,Pharmaceuticals,600 Health Blvd,Med City,HealthLand,contact@healthplus.com,5566778899,Dana Health
197,SkyLift Carriers,Logistics,417 Sky St.,SkyCity,SkyLand,info@skylift.com,9900990022,Sky Navigator
198,Speedy Wheels,Automotive,112 Speed Rd,AutoCity,Carland,info@speedywheels.com,123456789,Jill Silver
199,Aqua Pure,Utilities,456 Water Way,Hydro City,Aquaria,info@aquapure.com,2233445566,Aqua Marine
200,Tech Innovators,Technology,123 Silicon Ave,Techville,Innovatia,info@techinnovators.com,1234567890,Jamie Tech
201,FashionForward,Fashion,606 Style Street,FashionVille,StyleLand,support@fashionforward.com,7788990011,Alex Trend
202,MediaWave Productions,Media,951 Broadcast Blvd.,MediaCity,WaveLand,info@mediawaveproductions.com,7788990011,Riley Media
203,Tech Innovators,Technology,123 Silicon Avenue,Tech City,Innovatia,info@techinnovators.com,1234567890,Jamie Tech
204,Future Learning Centers,Education,456 Education Blvd,Learn City,EduLand,contact@futurelearningcenters.com,6677889902,Patrick Bright
205,EcoTransport,Transportation,66 Greenway,Transportville,Moveland,info@ecotransport.com,1314151617,Eco Driver
206,BuildSmart Construction Co.,Construction,203 Build Lane,Constructopolis,Buildland,contact@buildsmartco.com,6667778889,Builder Alice
207,LearnHub,Education,790 Knowledge St,Learn City,EduNation,support@learnhub.com,1122334456,Teach Dr.
208,EcoBuilders,Construction,909 Green St,Eco City,EcoLand,info@ecobuilders.eco,2345678902,Eco Architect
209,MediCare Plus,Healthcare,914 Health St,Care City,Healthland,plus@medicare.com,6676543215,Dr. Healmore
210,Eco Innovations,Energy,1300 Solar Ave,Eco City,Greenland,info@ecoinnovations.com,9876543218,Sophia Green
211,BuildRight Construction,Construction,123 Builder Lane,Constructopolis,Buildland,info@buildright.com,2233445560,Casey Builder
212,Wellness Health Services,Healthcare,208 Wellness Way,Healthville,Careland,contact@wellnesshealth.com,1987654325,Wellness Corp
213,Artisan Crafts,Arts & Crafts,1313 Craft Ave,Art City,Creativeland,info@artisancrafts.art,1323456789,Crafty Hands
214,Edu Innovators,Education,1700 Knowledge Ave,Knowledgetown,Learnland,info@eduinnovators.edu,6655443322,Professor Teach
215,TechSavvy Solutions,Technology,1212 Tech Blvd,Silicon Valley,Techland,info@techsavvysolutions.com,6622334455,Taylor Byte
216,Oceanic Ventures,Marine,101 Ocean Drive,Seaside,Marineland,info@oceanic.marine,5566778899,Marina Blue
217,Innovative Solutions Inc.,Technology,1100 Tech Avenue,Digital City,TechLand,contact@innovativesolutions.com,1123456789,Ivy Innovate
218,Tech Innovators Inc.,Technology,123 Silicon Street,Techville,Innovatia,contact@techinnovators.com,1234567890,Sam Innovate
219,EduVision,Education,303 Learning Ln,Knowledge Town,EduNation,contact@eduvision.com,1123581321,Taylor Knowledge
220,Eco Warriors,Environment,1300 Green Lane,Eco City,Sustainland,contact@ecowarriors.com,9876543210,Eco Holdings
221,AutoDrive Motors,Automotive,852 Speed Blvd,AutoCity,DriveLand,info@autodrive.com,7788990011,Carla Speed
222,Innovative Designs,Design,606 Creative Ct,Design City,Creativeland,contact@innovativedesigns.com,3344556677,Ava Designer
223,TerraFirma Construction,Construction,126 Build Blvd,Construct City,Buildland,contact@terrafirma.construction,4455667808,Firm Ground
224,HydroTech Services,Utilities,456 Stream Avenue,HydroCity,Aquaterra,info@hydrotech.com,3344556685,Jordan River
225,Construction Pros,Construction,909 Build Rd,Construct City,Buildland,contact@constructionpros.com,5566778899,Builder Bob
226,Starlight Media,Media,741 Starlight Ave,Mediapolis,Utopia,info@starlightmedia.com,9900112233,Karen Star
227,InnovateTech,Information Technology,128 Innovation Drive,Techville,Futuristan,info@innovatetech.com,1234567895,Jordan Quantum
228,CareLand Medical,Healthcare,321 Care St,Healthtown,CareLand,support@carelandmedical.com,2345678904,Taylor Heal
229,MediaWave,Media,101 Broadcast Blvd,Media City,Infotainia,info@mediawave.com,1556677888,Sam Broadcaster
230,Wave Innovations,Technology,190 Digital Drive,Techville,Innovatia,info@waveinnovations.innov,1314151621,Wave Tech
231,FinTech Innovations,Finance,202 Money Lane,Banktown,Finland,contact@fintech.com,5678901234,Cash Flow
232,HealthFirst Clinics,Healthcare,789 Wellness Blvd,Healthtown,Careland,support@healthfirstclinics.health,1122334455,Casey Health
233,Urban Builders Co.,Construction,321 Build Ave,Construct City,Buildland,contact@urbanbuilders.com,2233445566,Bob Builder
234,Health First,Healthcare,789 Wellness Way,Healthcity,Careland,contact@healthfirst.com,1122334455,Dr. John Care
235,EcoSolutons,Environmental,12000 Greenway,Eco City,Sustainland,contact@ecosolutions.com,9988776655,Ella Green
236,Foodies Delight,Food & Beverage,321 Gourmet Ave,Food City,Culinaryland,info@foodiesdelight.com,1222333444,Chef Gourmet
237,Digital Creators,Media,654 Media Blvd,Broadcast City,Mediatown,contact@digitalcreators.com,1909900112,Sam Producer
