Group ID,Relatedness,Explanation
102,6,"Similar names, same city, country, owner, and sector. Differences in address, phone, and email."
131,10,"Identical address, city, country, owner, phone, and sector. Minor name variation."
132,10,"Identical address, city, country, owner, phone, and sector. Minor name variation."
133,10,"Identical address, city, country, owner, phone, and sector. Minor name variation."
134,10,"Identical address, city, country, owner, phone, and sector. Minor name variation."
135,10,"Identical address, city, country, owner, phone, and sector. Minor name variation."
136,10,"Identical address, city, country, owner, phone, and sector. Minor name variation."
137,10,"Identical address, city, country, owner, phone, and sector. Minor name variation."
138,10,"Identical address, city, country, owner, phone, and sector. Minor name variation."
124,10,"Identical address, city, country, owner, phone, and sector. Minor name variation."
125,8,"Similar names, same city, country, owner, and sector. Differences in address and phone."
126,10,"Identical address, city, country, owner, phone, and sector. Minor name variation."
127,10,"Identical address, city, country, owner, phone, and sector. Minor name variation."
128,10,"Identical address, city, country, owner, phone, and sector. Minor name variation."
129,10,"Records have identical addresses, cities, countries, emails, owners, phones, sectors, and group sizes, indicating they are the same entity."
130,10,"Records have identical addresses, cities, countries, emails, owners, phones, sectors, and group sizes, indicating they are the same entity."
122,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
123,10,"Records have identical addresses, cities, countries, emails, owners, phones, sectors, and group sizes, indicating they are the same entity."
121,10,"Records have identical addresses, cities, countries, emails, owners, phones, sectors, and group sizes, indicating they are the same entity."
21,7,"Records have similar names, cities, countries, owners, and sectors, but different addresses and emails, suggesting they are related but distinct entities."
115,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
116,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
117,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
118,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
119,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
120,10,"Records have identical addresses, cities, countries, emails, owners, phones, sectors, and group sizes, indicating they are the same entity."
114,8,"Records have similar names, addresses, cities, countries, owners, phones, and sectors, but different emails, suggesting they are related entities."
108,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
109,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
110,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
111,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
112,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
113,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
106,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
107,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
103,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
104,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
105,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
96,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
97,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
99,8,"Records have similar names, addresses, cities, countries, owners, phones, and sectors, but different emails, suggesting they are related entities."
100,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
101,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
95,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
93,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
94,10,"Records have identical addresses, cities, countries, emails, owners, phones, sectors, and group sizes, indicating they are the same entity."
90,8,"Records have similar names, addresses, cities, countries, owners, phones, and sectors, but different emails, suggesting they are related entities."
91,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
92,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
89,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
40,7,"Records have similar names, cities, countries, owners, and sectors, but different addresses and emails, suggesting they are related but distinct entities."
87,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
88,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
84,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
85,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
82,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
83,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
80,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
81,10,"Records have identical addresses, cities, countries, owners, phones, sectors, and group sizes, indicating they are the same entity."
78,10,"Records have identical addresses, cities, countries, emails, owners, phones, sectors, and group sizes, indicating they are the same entity."
79,8,"Records have similar names, addresses, cities, countries, owners, phones, and sectors, but different emails, suggesting they are related entities."
76,8,"Records have similar names, addresses, cities, countries, owners, phones, and sectors, but different emails, suggesting they are related entities."
77,8,"Records have similar names, addresses, cities, countries, owners, phones, and sectors, but different emails, suggesting they are related entities."
75,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
73,9,"Records have similar names, identical addresses, city, country, email, owner, phone, and sector, indicating they are likely the same entity."
74,9,"Records have similar names, identical addresses, city, country, owner, phone, and sector, indicating they are likely the same entity."
72,9,"Records have similar names, identical addresses, city, country, owner, phone, and sector, indicating they are likely the same entity."
71,9,"Records have similar names, identical addresses, city, country, owner, phone, and sector, indicating they are likely the same entity."
68,10,"Records have identical addresses, city, country, email, owner, phone, and sector, indicating they are the same entity."
69,9,"Records have similar names, identical addresses, city, country, owner, phone, and sector, indicating they are likely the same entity."
70,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
66,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
67,9,"Records have similar names, identical addresses, city, country, owner, phone, and sector, indicating they are likely the same entity."
61,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
62,9,"Records have similar names, identical addresses, city, country, owner, phone, and sector, indicating they are likely the same entity."
63,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
64,9,"Records have similar names, identical addresses, city, country, owner, phone, and sector, indicating they are likely the same entity."
65,10,"Records have identical addresses, city, country, email, owner, phone, and sector, indicating they are the same entity."
9,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
1,8,"Records have similar names, mostly identical addresses, city, country, and sector, but some differences in owner and phone."
47,9,"Records have similar names, identical addresses, city, country, owner, phone, and sector, indicating they are likely the same entity."
2,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
59,9,"Records have similar names, identical addresses, city, country, owner, phone, and sector, indicating they are likely the same entity."
60,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
58,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
57,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
55,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
56,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
52,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
53,8,"Records have similar names, mostly identical addresses, city, country, and sector, but some differences in owner and phone."
54,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
50,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
51,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
49,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
28,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
0,5,"Records have identical names and email, but different addresses, city, and phone, indicating they might be related but not the same entity."
3,5,"Records have identical names and email, but different addresses, city, and phone, indicating they might be related but not the same entity."
4,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
5,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
6,5,"Records have identical names and email, but different addresses, city, and phone, indicating they might be related but not the same entity."
7,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
8,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
10,5,"Records have identical names and email, but different addresses, city, and phone, indicating they might be related but not the same entity."
11,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
12,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
13,9,"Records have similar names, identical addresses, city, country, owner, phone, and sector, indicating they are likely the same entity."
14,5,"Records have identical names and email, but different addresses, city, and phone, indicating they might be related but not the same entity."
15,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
16,5,"Records have identical names and email, but different addresses, city, and phone, indicating they might be related but not the same entity."
17,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
18,10,"Records have identical addresses, city, country, owner, phone, and sector, indicating they are the same entity."
18,0,"Different entities: different addresses, emails, and phone numbers."
19,8,"Likely the same entity: similar names, same city, country, owner, and sector, but different addresses and emails."
20,10,"Same entity: identical name, address, city, country, owner, phone, and sector."
22,7,"Possibly related: similar names, same city, country, and sector, but different addresses, emails, and owner names."
23,6,"Possibly related: same name, address, city, country, and sector, but different emails and phone numbers."
24,9,"Likely the same entity: identical name, address, city, country, owner, and sector, but different phone numbers."
25,5,"Possibly related: same name, city, country, owner, phone, and sector, but different addresses and emails."
26,8,"Likely the same entity: similar names, same city, country, owner, and sector, but different addresses and emails."
27,4,"Possibly related: same name, city, country, and sector, but different addresses, emails, and phone numbers."
29,8,"Likely the same entity: similar names, same city, country, owner, and sector, but different addresses and emails."
30,10,"Same entity: identical name, address, city, country, owner, phone, and sector."
31,9,"Likely the same entity: identical name, city, country, owner, and sector, but different addresses and phone numbers."
32,9,"Likely the same entity: identical name, address, city, country, owner, and sector, but different phone numbers."
33,3,"Possibly related: similar names, same city, country, and sector, but different addresses, emails, and owner names."
34,10,"Same entity: identical name, address, city, country, owner, phone, and sector."
35,10,"Same entity: identical name, address, city, country, owner, phone, and sector."
36,10,"Same entity: identical name, address, city, country, owner, phone, and sector."
37,4,"Possibly related: similar names, same city, country, owner, and sector, but different addresses and emails."
38,8,"Likely the same entity: similar names, same city, country, owner, phone, and sector, but different addresses and emails."
39,10,"Same entity: identical name, address, city, country, owner, phone, and sector."
41,5,"Possibly related: same name, city, country, owner, phone, and sector, but different addresses and emails."
42,6,"Possibly related: similar names, same city, country, owner, and sector, but different addresses and phone numbers."
43,9,"Likely the same entity: identical name, address, city, country, owner, phone, and sector, but different emails."
44,10,"Same entity: identical name, address, city, country, owner, phone, and sector."
45,5,"Possibly related: same name, city, country, owner, and sector, but different addresses and phone numbers."
46,10,"Same entity: identical name, address, city, country, owner, phone, and sector."
48,4,"Possibly related: similar names, same city, country, and sector, but different addresses, emails, and owner names."
